State,Place,City,ImageName
uttar-pradesh,Bharat Kala Bhavan,Varanasi,uttar-pradesh_varanasi_bharat_kala_bhavan.jpg
gujarat,Tera Fort,Kutch,gujarat_kutch_tera_fort.jpg
gujarat,Swaminarayan Temple,Kutch,gujarat_kutch_swaminarayan_temple.jpg
uttar-pradesh,Sarnath Museum,Varanasi,uttar-pradesh_varanasi_sarnath_museum.jpg
rajasthan,Ahar Museum,Udaipur,rajasthan_udaipur_ahar_museum.jpg
rajasthan,Ramdevra Temple,Jaisalmer,rajasthan_jaisalmer_ramdevra_temple.jpg
rajasthan,Sita Mata Wildlife Sanctuary,Chittorgarh,rajasthan_chittorgarh_sita_mata_wildlife_sanctuary.jpg
himachal-pradesh,Prospect Hill,Shimla,himachal-pradesh_shimla_prospect_hill.jpg
kerala,Palakkad Fort,Palakkad,kerala_palakkad_palakkad_fort.jpg
himachal-pradesh,Annandale,Shimla,himachal-pradesh_shimla_annandale.jpg
sikkim,Bodhicharya Meditation Centre,Gangtok,sikkim_gangtok_bodhicharya_meditation_centre.jpg
meghalaya,Nongsawlia presbyterian church,Cherrapunjee,meghalaya_cherrapunjee_nongsawlia_presbyterian_church.jpg
manipur,Shri Gopinath temple,Imphal,manipur_imphal_shri_gopinath_temple.jpg
uttarakhand,Garhwal Rifles Regimental War Memorial,Lansdowne,uttarakhand_lansdowne_garhwal_rifles_regimental_war_memorial.jpg
delhi,Agrasen Ki Baoli,Delhi,delhi_delhi_agrasen_ki_baoli.jpg
chandigarh,Sector 17,Chandigarh,chandigarh_chandigarh_sector_17.jpg
tamil-nadu,DR. A.P.J. Abdul Kalam Memorial,Rameswaram,tamil-nadu_rameswaram_dr._a.p.j._abdul_kalam_memorial.jpg
tamil-nadu,Pamban Bridge,Rameswaram,tamil-nadu_rameswaram_pamban_bridge.jpg
gujarat,Nirona,Kutch,gujarat_kutch_nirona.jpg
gujarat,Rann of Kutch,Kutch,gujarat_kutch_rann_of_kutch.jpg
gujarat,Ramkund,Kutch,gujarat_kutch_ramkund.jpg
uttar-pradesh,Itimad-Ud-Daulah’s Tomb,Agra,uttar-pradesh_agra_itimad-ud-daulahs_tomb.jpg
tamil-nadu,Vedanthangal Bird Sanctuary,Kanchipuram,tamil-nadu_kanchipuram_vedanthangal_bird_sanctuary.jpg
tamil-nadu,Sriperumbudur,Kanchipuram,tamil-nadu_kanchipuram_sriperumbudur.jpg
tamil-nadu,Thiruporur,Kanchipuram,tamil-nadu_kanchipuram_thiruporur.jpg
tamil-nadu,Sri Subramaniya Swami Temple,Kanchipuram,tamil-nadu_kanchipuram_sri_subramaniya_swami_temple.jpg
tamil-nadu,Ekambareswarar Temple,Kanchipuram,tamil-nadu_kanchipuram_ekambareswarar_temple.jpg
tamil-nadu,Tiruttani,Kanchipuram,tamil-nadu_kanchipuram_tiruttani.jpg
tamil-nadu,Vallakottai Murugan Temple,Kanchipuram,tamil-nadu_kanchipuram_vallakottai_murugan_temple.jpg
tamil-nadu,Kanchi Kudil,Kanchipuram,tamil-nadu_kanchipuram_kanchi_kudil.jpg
tamil-nadu,Sri Ulagalantha Perumal Temple,Kanchipuram,tamil-nadu_kanchipuram_sri_ulagalantha_perumal_temple.jpg
tamil-nadu,Sri Vaikunta Perumal Temple,Kanchipuram,tamil-nadu_kanchipuram_sri_vaikunta_perumal_temple.jpg
telangana,Warangal Fort,Warangal,telangana_warangal_warangal_fort.jpg
telangana,Pakhal Wildlife Sanctuary,Warangal,telangana_warangal_pakhal_wildlife_sanctuary.jpg
telangana,Ramappa Temple,Warangal,telangana_warangal_ramappa_temple.jpg
telangana,Thousand Pillar Temple,Warangal,telangana_warangal_thousand_pillar_temple.jpg
telangana,LAKNAVARAM LAKE,Warangal,telangana_warangal_laknavaram_lake.jpg
telangana,Eturnagaram Wildlife Sanctuary,Warangal,telangana_warangal_eturnagaram_wildlife_sanctuary.jpg
uttar-pradesh,Jagannath Temple,Kanpur,uttar-pradesh_kanpur_jagannath_temple.jpg
uttar-pradesh,Brahmavart Ghat,Kanpur,uttar-pradesh_kanpur_brahmavart_ghat.jpg
nagaland,Dzukou Valley,Kohima,nagaland_kohima_dzukou_valley.jpg
chandigarh,Rock Garden,Chandigarh,chandigarh_chandigarh_rock_garden.jpg
delhi,Raj Ghat,Delhi,delhi_delhi_raj_ghat.jpg
karnataka,Huchappayana Matha Temple,Hampi,karnataka_hampi_huchappayana_matha_temple.jpg
ladakh,Lamayuru Monastery,Leh,ladakh_leh_lamayuru_monastery.jpg
ladakh,Changthang Wildlife Sanctuary,Leh,ladakh_leh_changthang_wildlife_sanctuary.jpg
ladakh,Jama Masjid,Leh,ladakh_leh_jama_masjid.jpg
mizoram,Champhai Churches,Champhai,mizoram_champhai_champhai_churches.jpg
assam,Bogibeel Bridge,Dibrugarh,assam_dibrugarh_bogibeel_bridge.jpg
assam,Jagannath Temple,Dibrugarh,assam_dibrugarh_jagannath_temple.jpg
mizoram,Murlen National Park,Champhai,mizoram_champhai_murlen_national_park.jpg
uttar-pradesh,Nageshwarnath Temple,Ayodhya,uttar-pradesh_ayodhya_nageshwarnath_temple.jpg
mizoram,Mizo Hlakungpui Mual,Champhai,mizoram_champhai_mizo_hlakungpui_mual.jpg
assam,Jeypore Rainforest,Dibrugarh,assam_dibrugarh_jeypore_rainforest.jpg
mizoram,Lamsial Puk,Champhai,mizoram_champhai_lamsial_puk.jpg
uttar-pradesh,Treta Ke Thakur,Ayodhya,uttar-pradesh_ayodhya_treta_ke_thakur.jpg
uttar-pradesh,Gulab Bari,Ayodhya,uttar-pradesh_ayodhya_gulab_bari.jpg
uttar-pradesh,Ram Ki Paidi,Ayodhya,uttar-pradesh_ayodhya_ram_ki_paidi.jpg
uttar-pradesh,Birla Temple,Ayodhya,uttar-pradesh_ayodhya_birla_temple.jpg
uttar-pradesh,Choti Devkali Temple,Ayodhya,uttar-pradesh_ayodhya_choti_devkali_temple.jpg
uttar-pradesh,Guptar Ghat,Ayodhya,uttar-pradesh_ayodhya_guptar_ghat.jpg
andaman-and-nicobar-islands,The Andaman & Nicobar Islands,Sri Vijaya Puram,andaman-and-nicobar-islands_sri_vijaya_puram_the_andaman_and_nicobar_islands.jpg
uttar-pradesh,Tomb Of Bahu Begum,Ayodhya,uttar-pradesh_ayodhya_tomb_of_bahu_begum.jpg
uttar-pradesh,Hanuman Garhi,Ayodhya,uttar-pradesh_ayodhya_hanuman_garhi.jpg
assam,Dibru Saikhowa National Park,Dibrugarh,assam_dibrugarh_dibru_saikhowa_national_park.jpg
uttar-pradesh,Kanak Bhawan,Ayodhya,uttar-pradesh_ayodhya_kanak_bhawan.jpg
uttar-pradesh,Suryakund,Ayodhya,uttar-pradesh_ayodhya_suryakund.jpg
uttar-pradesh,Jain Shrines,Ayodhya,uttar-pradesh_ayodhya_jain_shrines.jpg
ladakh,Tso Moriri,Leh,ladakh_leh_tso_moriri.jpg
rajasthan,Jain Temples of Jaisalmer,Jaisalmer,rajasthan_jaisalmer_jain_temples_of_jaisalmer.jpg
rajasthan,Longewala War Memorial,Jaisalmer,rajasthan_jaisalmer_longewala_war_memorial.jpg
meghalaya,Nohsngithiang falls,Cherrapunjee,meghalaya_cherrapunjee_nohsngithiang_falls.jpg
karnataka,Devanahalli Fort,Bengaluru,karnataka_bengaluru_devanahalli_fort.jpg
karnataka,Muthyala Maduvu,Bengaluru,karnataka_bengaluru_muthyala_maduvu.jpg
chhattisgarh,Pataleshwar Temple,Bilaspur,chhattisgarh_bilaspur_pataleshwar_temple.jpg
chhattisgarh,Danteshwari Temple,Jagdalpur,chhattisgarh_jagdalpur_danteshwari_temple.jpg
rajasthan,Machiya Safari Park,Jodhpur,rajasthan_jodhpur_machiya_safari_park.jpg
chhattisgarh,Chitrakote Waterfalls,Jagdalpur,chhattisgarh_jagdalpur_chitrakote_waterfalls.jpg
andaman-and-nicobar-islands,Corbyn's Cove,Sri Vijaya Puram,corbyn-andaman.jpg
andaman-and-nicobar-islands,Cellular Jail,Sri Vijaya Puram,andaman-and-nicobar-islands_sri_vijaya_puram_cellular_jail.jpg
andaman-and-nicobar-islands,NSCB Island,Sri Vijaya Puram,andaman-and-nicobar-islands_sri_vijaya_puram_nscb_island.jpg
andaman-and-nicobar-islands,Mount Manipur National Park,Sri Vijaya Puram,andaman-and-nicobar-islands_sri_vijaya_puram_mount_manipur_national_park.jpg
andaman-and-nicobar-islands,Wandoor Beach,Sri Vijaya Puram,andaman-and-nicobar-islands_sri_vijaya_puram_wandoor_beach.jpg
uttar-pradesh,Ganesh Temple,Jhansi,uttar-pradesh_jhansi_ganesh_temple.jpg
uttar-pradesh,Garhmau Lake,Jhansi,uttar-pradesh_jhansi_garhmau_lake.jpg
andaman-and-nicobar-islands,Mahatma Gandhi Marine National Park,Sri Vijaya Puram,andaman-and-nicobar-islands_sri_vijaya_puram_mahatma_gandhi_marine_national_park.jpg
chhattisgarh,Swami Vivekananda Sarovar,Raipur,chhattisgarh_raipur_swami_vivekananda_sarovar.jpg
assam,Dehing Patkai Wildlife Sanctuary,Dibrugarh,assam_dibrugarh_dehing_patkai_wildlife_sanctuary.jpg
rajasthan,Bhainsrorgarh Fort,Chittorgarh,rajasthan_chittorgarh_bhainsrorgarh_fort.jpg
jharkhand,Netarhat Dam,Ranchi,jharkhand_ranchi_netarhat_dam.jpg
tamil-nadu,Tirupati Devasthanam Balaji,Chennai,tamil-nadu_chennai_tirupati_devasthanam_balaji.jpg
maharashtra,Ajanta Caves,Chhatrapati Sambhaji Nagar,maharashtra_chhatrapati_sambhaji_nagar_ajanta_caves.jpg
maharashtra,Bibi Ka Maqbara,Chhatrapati Sambhaji Nagar,maharashtra_chhatrapati_sambhaji_nagar_bibi_ka_maqbara.jpg
maharashtra,Ellora Caves,Chhatrapati Sambhaji Nagar,maharashtra_chhatrapati_sambhaji_nagar_ellora_caves.jpg
uttar-pradesh,Nawabganj Bird Sanctuary,Lucknow,uttar-pradesh_lucknow_nawabganj_bird_sanctuary.jpg
uttar-pradesh,Rumi Darwaza,Lucknow,uttar-pradesh_lucknow_rumi_darwaza.jpg
uttar-pradesh,Bara Imambara,Lucknow,uttar-pradesh_lucknow_bara_imambara.jpg
uttar-pradesh,Lucknow Residency,Lucknow,uttar-pradesh_lucknow_lucknow_residency.jpg
uttar-pradesh,Shukratal,Lucknow,uttar-pradesh_lucknow_shukratal.jpg
uttar-pradesh,Charkhari,Lucknow,uttar-pradesh_lucknow_charkhari.jpg
andaman-and-nicobar-islands,Neil Island (Shaheed Dweep),Sri Vijaya Puram,neil-island-andaman.jpeg
telangana,Golconda Fort,Hyderabad,telangana_hyderabad_golconda_fort.jpg
telangana,Charminar,Hyderabad,telangana_hyderabad_charminar.jpg
karnataka,Zenana Enclosure,Hampi,karnataka_hampi_zenana_enclosure.jpg
rajasthan,Jantar Mantar,Jaipur,rajasthan_jaipur_jantar_mantar.jpg
meghalaya,Shillong Peak,Shillong,meghalaya_shillong_shillong_peak.jpg
puducherry,Chunnambar Boat House,Puducherry,puducherry_puducherry_chunnambar_boat_house.jpg
kerala,Mangalavanam Bird Sanctuary,Kochi,kerala_kochi_mangalavanam_bird_sanctuary.jpg
maharashtra,Kopeshwar Temple,Kolhapur,maharashtra_kolhapur_kopeshwar_temple.jpg
rajasthan,Chand Baori,Jaipur,rajasthan_jaipur_chand_baori.jpg
rajasthan,Dialab Lake,Jaipur,rajasthan_jaipur_dialab_lake.jpg
rajasthan,Arthuna,Jaipur,rajasthan_jaipur_arthuna.jpg
rajasthan,Amber Fort,Jaipur,rajasthan_jaipur_amber_fort.jpg
meghalaya,Shillong Golf Course,Shillong,meghalaya_shillong_shillong_golf_course.jpg
rajasthan,Kolayat,Bikaner,rajasthan_bikaner_kolayat.jpg
ladakh,Mulbekh Monastery & Maitreya Buddha,Kargil,ladakh_kargil_mulbekh_monastery_and_maitreya_buddha.jpg
kerala,Indian Naval Maritime Museum,Kochi,kerala_kochi_indian_naval_maritime_museum.jpg
kerala,Bolgatty Island,Kochi,kerala_kochi_bolgatty_island.jpg
tamil-nadu,St Mary's Church,Chennai,saint-marys-church-tamilnadu.jpeg
tamil-nadu,Madras Crocodile Bank Trust and Centre for Herpetology,Chennai,tamil-nadu_chennai_madras_crocodile_bank_trust_and_centre_for_herpetology.jpg
karnataka,Tipu Sultan Palace,Bengaluru,karnataka_bengaluru_tipu_sultan_palace.jpg
maharashtra,Chatrapati Shivaji Maharaj Vastu Sangrahalaya / Prince of Wales Museum,Mumbai,chatrapathi-shivaji-maharashtra.jpg
maharashtra,Mani Bhavan,Mumbai,maharashtra_mumbai_mani_bhavan.jpg
maharashtra,Dr. Bhai Daji Lad Museum,Mumbai,maharashtra_mumbai_dr._bhai_daji_lad_museum.jpg
maharashtra,Chhatrapati Shivaji Terminus,Mumbai,maharashtra_mumbai_chhatrapati_shivaji_terminus.jpg
jammu-and-kashmir,Manda Zoo,Jammu,jammu-and-kashmir_jammu_manda_zoo.jpg
karnataka,Vitthala Temple Complex,Hampi,karnataka_hampi_vitthala_temple_complex.jpg
delhi,Tughlaqabad Fort,Delhi,delhi_delhi_tughlaqabad_fort.jpg
delhi,Feroz Shah Kotla Fort,Delhi,delhi_delhi_feroz_shah_kotla_fort.jpg
uttar-pradesh,Agra Fort,Agra,uttar-pradesh_agra_agra_fort.jpg
delhi,Old Fort,Delhi,delhi_delhi_old_fort.jpg
lakshadweep,Thinnakara,Kavaratti,lakshadweep_kavaratti_thinnakara.jpg
delhi,Qutub Minar,Delhi,delhi_delhi_qutub_minar.jpg
gujarat,Rukmini Devi Temple,Dwarka,gujarat_dwarka_rukmini_devi_temple.jpg
gujarat,Gayatri Shaktipeeth,Dwarka,gujarat_dwarka_gayatri_shaktipeeth.jpg
gujarat,Gaga Wildlife Sanctuary,Dwarka,gujarat_dwarka_gaga_wildlife_sanctuary.jpg
gujarat,Gomti Ghat,Dwarka,gujarat_dwarka_gomti_ghat.jpg
gujarat,Beyt Dwarka,Dwarka,gujarat_dwarka_beyt_dwarka.jpg
gujarat,Nageshwar Jyotirlinga,Dwarka,gujarat_dwarka_nageshwar_jyotirlinga.jpg
gujarat,Dwarka Beach,Dwarka,gujarat_dwarka_dwarka_beach.jpg
gujarat,Bhadkeshwar Mahadev Temple,Dwarka,gujarat_dwarka_bhadkeshwar_mahadev_temple.jpg
gujarat,Sudarshan Setu,Dwarka,gujarat_dwarka_sudarshan_setu.jpg
gujarat,Dwarkadhish Temple,Dwarka,gujarat_dwarka_dwarkadhish_temple.jpg
rajasthan,Chokhelao Bagh,Jodhpur,rajasthan_jodhpur_chokhelao_bagh.jpg
rajasthan,Jaswant Thada,Jodhpur,rajasthan_jodhpur_jaswant_thada.jpg
rajasthan,Dhawa Doli Wildlife Sanctuary,Jodhpur,rajasthan_jodhpur_dhawa_doli_wildlife_sanctuary.jpg
karnataka,Rajhansgad Yellur Fort,Belagavi,karnataka_belagavi_rajhansgad_yellur_fort.jpg
karnataka,Belgaum Fort,Belagavi,karnataka_belagavi_belgaum_fort.jpg
delhi,Amrit Udyan,Delhi,delhi_delhi_amrit_udyan.jpg
delhi,Lotus Temple,Delhi,delhi_delhi_lotus_temple.jpg
delhi,Garden of Five Senses,Delhi,delhi_delhi_garden_of_five_senses.jpg
delhi,Lodhi Garden,Delhi,delhi_delhi_lodhi_garden.jpg
uttar-pradesh,Radhasoami Samadhi / Soamibagh Temple,Agra,uttar-pradesh_agra_radhasoami_samadhi__soamibagh_temple.jpg
karnataka,Gulbarga Fort,Kalaburagi,karnataka_kalaburagi_gulbarga_fort.jpg
karnataka,Government Museum,Kalaburagi,karnataka_kalaburagi_government_museum.jpg
karnataka,Afzalpur,Kalaburagi,karnataka_kalaburagi_afzalpur.jpg
rajasthan,City Palace,Udaipur,rajasthan_udaipur_city_palace.jpg
rajasthan,Nathmal-ki-Haveli,Jaisalmer,rajasthan_jaisalmer_nathmal-ki-haveli.jpg
karnataka,Shree Chandrala Parameshwari Temple,Kalaburagi,karnataka_kalaburagi_shree_chandrala_parameshwari_temple.jpg
goa,Sri Mahalsa Temple,Goa,goa_goa_sri_mahalsa_temple.jpg
goa,Safa Shahouri Masjid,Goa,goa_goa_safa_shahouri_masjid.jpg
goa,Sri Mahalaxmi Temple,Goa,goa_goa_sri_mahalaxmi_temple.jpg
goa,Se Cathedral,Goa,goa_goa_se_cathedral.jpg
goa,Mayem Lake,Goa,goa_goa_mayem_lake.jpg
goa,Reis Magos Fort,Goa,goa_goa_reis_magos_fort.jpg
goa,Mollem National Park,Goa,goa_goa_mollem_national_park.jpg
goa,Shri Shanta Durga Temple,Goa,goa_goa_shri_shanta_durga_temple.jpg
goa,Naval Aviation Museum,Goa,goa_goa_naval_aviation_museum.jpg
goa,Vagator Beach,Goa,goa_goa_vagator_beach.jpg
goa,Calangute Beach,Goa,goa_goa_calangute_beach.jpg
tamil-nadu,Airavatesvara Temple,Thanjavur,tamil-nadu_thanjavur_airavatesvara_temple.jpg
goa,Bondla Wildlife Sanctuary,Goa,goa_goa_bondla_wildlife_sanctuary.jpg
punjab,Gobindgarh Fort,Amritsar,punjab_amritsar_gobindgarh_fort.jpg
himachal-pradesh,Gaiety Heritage Cultural Complex,Shimla,himachal-pradesh_shimla_gaiety_heritage_cultural_complex.jpg
rajasthan,Pokhran,Jaisalmer,rajasthan_jaisalmer_pokhran.jpg
west-bengal,Dharmodaya Vihar,Kalimpong,west-bengal_kalimpong_dharmodaya_vihar.jpg
madhya-pradesh,Jahangir Mahal,Orchha,madhya-pradesh_orchha_jahangir_mahal.jpg
haryana,Farrukh Nagar Fort,Gurugram,haryana_gurugram_farrukh_nagar_fort.jpg
rajasthan,Dungarpur,Udaipur,rajasthan_udaipur_dungarpur.jpg
goa,Church of St Francis of Assisi,Goa,goa_goa_church_of_st_francis_of_assisi.jpg
goa,Anjuna Beach,Goa,goa_goa_anjuna_beach.jpg
goa,Church of our Lady of Rosary,Goa,goa_goa_church_of_our_lady_of_rosary.jpg
goa,Baga Beach,Goa,goa_goa_baga_beach.jpg
rajasthan,Tomb of Fateh Jung,Alwar,rajasthan_alwar_tomb_of_fateh_jung.jpg
goa,Basilica of Bom Jesus,Goa,goa_goa_basilica_of_bom_jesus.jpg
haryana,Dharohar Museum,Kurukshetra,haryana_kurukshetra_dharohar_museum.jpg
madhya-pradesh,Panna National Park,Khajuraho,madhya-pradesh_khajuraho_panna_national_park.jpg
